,relevant_sentences,sent_count_x,rel_match_all,sent_count_y,company_label,company_index,sent_index,label
811,"To underscore our commitment to supporting the health of the planet and leading in science-based climate action, we have identified the following high-level environmental goals: • Reduce absolute direct and indirect (Scope 1 and 2 under our operational control) GHG emissions by 50% below 2021 levels by 2030 • Achieve net zero (Scope 1 and 2) GHG emissions by 2040; and be net positive across our entire value chain (cradle-to-gate) by 205010",72,"To underscore our commitment to supporting the health of the planet and leading in science-based climate action, we have identified the following high-level environmental goals: • Reduce absolute direct and indirect (Scope 1 and 2 under our operational control) GHG emissions by 50% below 2021 levels by 2030 • Achieve net zero (Scope 1 and 2) GHG emissions by 2040; and be net positive across our entire value chain (cradle-to-gate) by 205010 • Verify zero waste to landfill for all major manufacturing facilities while minimizing single-use plastics and championing water stewardship by 2030 As we progress on our integration activities and understand our new 2021 combined company baseline, we are expanding on these goals and adding critical internal key performance indicators.",121,IntrntlFlavorsandFragrances,0062,0481,rel
812,Renewable energy certificates (RECs)† 330,5,"Thousand Gigajoules 34 30 20 150 Purchased electricity Thousand Gigajoules 1,162 1,146 1,215 7,305 Renewable energy certificates (RECs)† Thousand MWh 121 166 198 330 FRESHWATER USE Total freshwater use Million Cubic Meters 4.56 4.68 4.42 95.46 Groundwater Million Cubic Meters 1.51 1.26 1.48 17.02 Municipal Million Cubic Meters 3.01 3.22 2.82 17.99 Surface water Million Cubic Meters 0.00 0.10 0.09 60.31 Process water Million Cubic Meters 0.04 0.10 0.02 0.14 Rainwater Million Cubic Meters 0.00 0.00 0.00 0.00 Annual water use intensity Cubic meters per metric ton of production 8.12 8.31 7.49 47.35 200 Our ESG+ Commitment Introduction",98,IntrntlFlavorsandFragrances,0062,1731,rel
813,"To date, we have developed two GHG emissions (Scope 1 and 2) reduction targets for our business in order to help manage relevant, climate-related risks and support the decarbonization of our business – the first, established in 2020, seeks to reduce the GHG emissions intensity of Freeport Americas Copper operations by 15% from our 2018 baseline.",56,"To date, we have developed two GHG emissions (Scope 1 and 2) reduction targets for our business in order to help manage relevant, climate-related risks and support the decarbonization of our business – the first, established in 2020, seeks to reduce the GHG emissions intensity of Freeport Americas Copper operations by 15% from our 2018 baseline.",56,FreeportMcmoran,0063,0173,rel
814,"The second, established this year, seeks to reduce the GHG emissions intensity of our Indonesia operations by 30% by 2030, from our 2018 baseline.",24,"The second, established this year, seeks to reduce the GHG emissions intensity of our Indonesia operations by 30% by 2030, from our 2018 baseline.",24,FreeportMcmoran,0063,0174,rel
815,ASSET OPTIMIZATION EFFORTS HAVE: Improved the average cycle-time of our haulage fleets at our Americas operations by more than 3 minutes.,21,ASSET OPTIMIZATION EFFORTS HAVE: Improved the average cycle-time of our haulage fleets at our Americas operations by more than 3 minutes.,21,FreeportMcmoran,0063,0298,rel
816,"OR 66,000 METRIC TONS OF CO2 EQUIVALENT, REDUCING OUR ANNUAL AMERICAS SCOPE 1 EMISSIONS BY ~3%.",16,"OR 66,000 METRIC TONS OF CO2 EQUIVALENT, REDUCING OUR ANNUAL AMERICAS SCOPE 1 EMISSIONS BY ~3%.",16,FreeportMcmoran,0063,0301,rel
817,"As our Grasberg operations transitioned from open-pit to underground mining operations, PT-FI designed and built an autonomous electric train system to move ore through underground tunnels rather than traditional, diesel- powered trucks.",32,"Indonesia As our Grasberg operations transitioned from open-pit to underground mining operations, PT-FI designed and built an autonomous electric train system to move ore through underground tunnels rather than traditional, diesel- powered trucks.",33,FreeportMcmoran,0063,0309,rel
818,"Finally, from a carbon perspective, this results in an approximately 80,000 metric ton net reduction in CO2 equivalent per year (excluding Scope 3 and at full capacity) versus a comparable fleet of diesel trucks designed to do the same task.",40,"Finally, from a carbon perspective, this results in an approximately 80,000 metric ton net reduction in CO2 equivalent per year (excluding Scope 3 and at full capacity) versus a comparable fleet of diesel trucks designed to do the same task.",40,FreeportMcmoran,0063,0322,rel
819,2020 ENERGY CONSUMPTION BY TYPE,5,"2020 ENERGY CONSUMPTION BY TYPE (TJ, EXCEPT PERCENTAGES) DIRECT ENERGY INDIRECT ENERGY TOTAL ENERGY % RENEWABLE RENEWABLE NONRENEWABLE TOTAL RENEWABLE NONRENEWABLE TOTAL RENEWABLE NONRENEWABLE TOTAL FMC Mining Bagdad 97 1,981 2,077 395 1,694 2,088 491 3,674 4,166 12% Cerro Verde 351 6,742 7,093 6,779 4,226 11,005 7,131 10,968 18,099 39% Chino / Cobre 0 706 706 16 870 886 16 1,576 1,592 1% Climax 0 497 497 105 359 464 105 856 961 11% El Abra 33 998 1,031 392 1,597 1,988 424 2,595 3,019 14% Henderson 10 315 325 164 562 726 174 876 1,050 17% Morenci 354 7,734 8,088 668 7,582 8,251 1,022 15,317 16,339 6% Safford / Lone Star 0 2,008 2,008 95 1,108 1,203 95 3,115 3,210 3% Sierrita 0 1,513 1,513 301 2,014 2,315 301 3,528 3,829 8% Tyrone 0 515 515 11 704 715 11 1,219 1,230 1% Total FMC Mining 844 23,009 23,853 8,926 20,716 29,642 9,770 43,725 53,495 18% Downstream Processing Atlantic Copper Smelter & Refinery 0 895 895 144 888 1,032 144 1,783 1,927 8% Ft. Madison Moly Special Products 0 339 339 57 88 145 57 428 485 12% Kokkola Cobalt Refinery 0 53 53 37 61 98 37 115 151 24% Miami Smelter & Rod 0 1,910 1,910 219 1,670 1,889 219 3,581 3,800 6% Rotterdam 0 163 163 46 0 46 46 163 208 22% Stowmarket 0 1 1 1 3 4 1 5 6 19% El Paso Refinery & Rod 0 1,694 1,694 0 269 269 0 1,963 1,963 0% Total Downstream Processing 0 5,056 5,056 503 2,980 3,483 503 8,037 8,540 6% Total PT-FI (Grasberg) 69 24,148 24,217 0 0 0 69 24,148 24,217 0% Total - FCX Global 914 52,213 53,127 9,429 23,696 33,125 10,343 75,910 86,252 12% Note: In 2020, our Bayway Rod & Wire and Norwich Rod facilities were closed and decommissioned and therefore data has not been included in the table for these entities for 2020.",324,FreeportMcmoran,0063,0765,rel
820,2020 INDIRECT ENERGY CONSUMED BY SOURCE,6,2020 CLIMATE REPORT / 60 2020 INDIRECT ENERGY CONSUMED BY SOURCE ENERGY BY SOURCE (%) GEOTHERMAL SOLAR WIND NUCLEAR HYDRO BIOMASS OTHER FOSSIL GAS OIL COAL / COKE OTHER FMC Mining Bagdad 3% 4% 2% 18% 10% 0% 0% 39% 0% 25% 0% Cerro Verde 0% 2% 4% 0% 56% 1% 0% 38% 0% 0% 0% Chino / Cobre 1% 1% 0% 3% 1% 0% 0% 92% 0% 4% 0% Climax 0% 2% 18% 0% 3% 0% 0% 30% 0% 48% 0% El Abra 0% 0% 2% 0% 18% 0% 2% 26% 5% 44% 4% Henderson 0% 2% 18% 0% 3% 0% 0% 30% 0% 48% 0% Morenci 2% 3% 1% 11% 2% 0% 0% 65% 0% 16% 0% Safford / Lone Star 2% 3% 1% 11% 2% 0% 0% 65% 0% 16% 0% Sierrita 0% 7% 6% 0% 0% 0% 0% 30% 0% 55% 2% Tyrone 0% 1% 0% 2% 0% 0% 0% 93% 0% 3% 0% Downstream Processing Atlantic Copper Smelter & Refinery 0% 1% 9% 36% 4% 0% 12% 28% 3% 3% 4% Ft. Madison Moly Special Products 0% 0% 37% 9% 2% 1% 0% 5% 1% 46% 0% Kokkola Cobalt Refinery 0% 5% 19% 21% 14% 1% 0% 17% 5% 16% 2% Miami Smelter & Rod 0% 5% 1% 28% 6% 0% 0% 33% 0% 28% 0% Rotterdam1 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 100% Stowmarket 5% 5% 5% 21% 5% 5% 1% 42% 1% 9% 1% El Paso Refinery & Rod 0% 0% 0% 0% 0% 0% 0% 99% 1% 0% 0% PT-FI (Grasberg) 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 1 At our Rotterdam operation we purchase renewable energy certificates for all electricity.,287,FreeportMcmoran,0063,0767,rel
821,Nucor committed to a 35% combined reduction in its direct emissions (Scope 1) and indirect emissions from purchased electricity (Scope 2) GHG intensity for its steel mills segment by 2030.,30,GREENHOUSE GAS REDUCTION TARGETS Nucor committed to a 35% combined reduction in its direct emissions (Scope 1) and indirect emissions from purchased electricity (Scope 2) GHG intensity for its steel mills segment by 2030.,34,Nucor,0064,0328,rel
822,"This commitment will be measured against a 2015 baseline, the year the Paris Climate Agreement was adopted.",17,"This commitment will be measured against a 2015 baseline, the year the Paris Climate Agreement was adopted.",17,Nucor,0064,0329,rel
823,"Nucor has entered into three Virtual Power Purchase Agreements (VPPAs), which will help enable the construction of 600 megawatts (MW) of new clean power generation.",25,"ENVIRONMENTAL PERFORMANCE 37 Nucor has entered into three Virtual Power Purchase Agreements (VPPAs), which will help enable the construction of 600 megawatts (MW) of new clean power generation.",28,Nucor,0064,0364,rel
824,Nucor will receive Renewable Energy Credits (“RECs”) from these projects commensurate with the power we purchase.,16,Nucor will receive Renewable Energy Credits (“RECs”) from these projects commensurate with the power we purchase.,16,Nucor,0064,0372,rel
825,"CO2 This facility, the largest of its type in the industrial gas industry, captures nearly one million tons of CO2 annually that is used in enhanced oil recovery.",28,"This facility, the largest of its type in the industrial gas industry, captures nearly one million tons of CO2 annually that is used in enhanced oil recovery.",27,AirProducts,0065,0098,rel
826,"We plan to deliver on our CO2 intensity reduction goal through five mechanisms: executing carbon capture projects, producing carbon-free hydrogen, executing low-carbon projects, continuing to improve our operations, and increasing our use of renewable energy.",35,"We plan to deliver on our CO2 intensity reduction goal through five mechanisms: executing carbon capture projects, producing carbon-free hydrogen, executing low-carbon projects, continuing to improve our operations, and increasing our use of renewable energy.",35,AirProducts,0065,0318,rel
827,"CO2 In 2021, we increased global procurement of renewable electricity by 14 percent compared to 2020.",16,"In 2021, we increased global procurement of renewable electricity by 14 percent compared to 2020.",15,AirProducts,0065,0341,rel
828,"Overall, 27 percent of our electricity was from renewable sources in 2021.",12,"Overall, 27 percent of our electricity was from renewable sources in 2021.",12,AirProducts,0065,0342,rel
829,We purchase renewable electricity directly through our energy suppliers or by buying Renewable Energy Certificates (RECs) that link our power consumption to a specific asset that generates renewable electricity.,29,We purchase renewable electricity directly through our energy suppliers or by buying Renewable Energy Certificates (RECs) that link our power consumption to a specific asset that generates renewable electricity.,29,AirProducts,0065,0343,rel
830,In 2021 we launched a program to convert our distribution fleet to hydrogen.,13,In 2021 we launched a program to convert our distribution fleet to hydrogen.,13,AirProducts,0065,0352,rel
831,"2030 Climate targets (million tonnes of carbon dioxide equivalent) Target Base year 2030 32% reduction of Scope 1 and 2 emissions1 3.57 2.40 32% reduction of Scope 1 and 2 emissions intensity1 0.61 0.41 30% reduction of Scope 3 emissions2, 3 5.72 4.00",43,"2030 Climate targets (million tonnes of carbon dioxide equivalent) Target Base year 2030 32% reduction of Scope 1 and 2 emissions1 3.57 2.40 32% reduction of Scope 1 and 2 emissions intensity1 0.61 0.41 30% reduction of Scope 3 emissions2, 3 5.72 4.00 1 2018 base year.",47,NewmontMining,0067,0275,rel
832,GHG EMISSIONS (SCOPE 1 AND 2) REDUCTION ROADMAP TO 2030 commenced decarbonization workshops for each site to develop a roadmap that defines the initiatives and investments required.,27,We have commenced decarbonization workshops for each site to develop a roadmap that defines the initiatives and investments required.,19,NewmontMining,0067,0305,rel
833,"The energy efficiency projects we are evaluating include fleet management and monitoring, haul road optimization and fuel station optimization; fixed plant energy monitoring systems; variable frequency drives for pumps, ball mills and flow control; and waste or electric heat recovery for mine ventilation.",43,"The energy efficiency projects we are evaluating include fleet management and monitoring, haul road optimization and fuel station optimization; fixed plant energy monitoring systems; variable frequency drives for pumps, ball mills and flow control; and waste or electric heat recovery for mine ventilation.",43,NewmontMining,0067,0306,rel
834,We plan to develop a methodology for setting site-level emissions reduction targets in 2022.,14,We plan to develop a methodology for setting site-level emissions reduction targets in 2022.,14,NewmontMining,0067,0307,rel
835,"GHG EMISSIONS (SCOPE 3) REDUCTION ROADMAP TO 2030 Scope 3 emissions account for approximately 62 percent of Newmont’s total emissions profile, and 91 percent of these emissions fall within four of the 15 Scope 3 emissions reporting categories (as defined by the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard): • 36 percent are investments, which include our equity share in joint ventures’ Scope 1 and 2 emissions (category 15) • 30 percent are purchased goods and services (category 1) • 13 percent are fuel- and energy-related activities (category 3) • 12 percent are processing of sold products (category 10)",103,"GHG EMISSIONS (SCOPE 3) REDUCTION ROADMAP TO 2030 Scope 3 emissions account for approximately 62 percent of Newmont’s total emissions profile, and 91 percent of these emissions fall within four of the 15 Scope 3 emissions reporting categories (as defined by the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard): • 36 percent are investments, which include our equity share in joint ventures’ Scope 1 and 2 emissions (category 15) • 30 percent are purchased goods and services (category 1) • 13 percent are fuel- and energy-related activities (category 3) • 12 percent are processing of sold products (category 10) Achieving our target to reduce Scope 3 emissions by 30 percent by 2030 requires collaborating with our joint venture partners to identify emissions reduction opportunities, identifying future investments within favorable jurisdictions, and developing metrics for our supply and value chain partners or identifying alternative partners that align with our climate targets.",154,NewmontMining,0067,0320,rel
836,"Newmont’s goal to be carbon neutral by 2050 is supported by a combination of our long-life portfolio of gold and copper projects with anticipated economic, technological and policy improvements.",29,"Newmont Corporation 2021 Climate Report 36 Performance, Metrics and Targets / 2050 Carbon-Neutral Goal 2050 Carbon-Neutral Goal Newmont’s goal to be carbon neutral by 2050 is supported by a combination of our long-life portfolio of gold and copper projects with anticipated economic, technological and policy improvements.",46,NewmontMining,0067,0342,rel
837,We will also work concurrently to 3.5 4,8,"We will also work concurrently to decarbonize our existing operations, develop and adopt low-carbon technologies, and reconceptualize our greenfield and brownfield project pipeline as carbon neutral.",26,NewmontMining,0067,0343,rel
838,Achieving our carbon‑neutral goal by 2050 will require carbon removal to neutralize limited “hard to abate” emissions that cannot yet be eliminated.,22,"Newmont Corporation 2021 Climate Report 38 Performance, Metrics and Targets / 2050 Carbon-Neutral Goal CARBON NEUTRALIZATION Achieving our carbon‑neutral goal by 2050 will require carbon removal to neutralize limited “hard to abate” emissions that cannot yet be eliminated.",38,NewmontMining,0067,0354,rel
839,"These carbon removals are commonly referred to as carbon offsets and such abatement may consider carbon sequestration or capture, as well as the implementation of nature-based solutions.",27,"These carbon removals are commonly referred to as carbon offsets and such abatement may consider carbon sequestration or capture, as well as the implementation of nature-based solutions.",27,NewmontMining,0067,0355,rel
840,Offsets also provide risk mitigation against fluctuations in emissions and unforeseen conditions.,12,Offsets also provide risk mitigation against fluctuations in emissions and unforeseen conditions.,12,NewmontMining,0067,0356,rel
841,"By 2030, Dow will reduce its net annual carbon emissions by 5 million metric tons.",15,"Protect the Climate By 2030, Dow will reduce its net annual carbon emissions by 5 million metric tons.",18,Dow,0068,0137,rel
842,"This represents a 15% reduction from Dow’s 2020 baseline, and a 30% reduction from the 2005 baseline.",17,"This represents a 15% reduction from Dow’s 2020 baseline, and a 30% reduction from the 2005 baseline.",17,Dow,0068,0138,rel
843,"By 2050, Dow intends to be carbon neutral (Scopes 1 + 2 + 3 plus product benefits).",17,"By 2050, Dow intends to be carbon neutral (Scopes 1 + 2 + 3 plus product benefits).",17,Dow,0068,0139,rel
844,"In 2021, we expanded access to renewable power to more than 900 megawatts (MW), such that more than 25% of our purchased electricity comes from renewable sources.",27,"Accelerating investment in renewables In 2021, we expanded access to renewable power to more than 900 megawatts (MW), such that more than 25% of our purchased electricity comes from renewable sources.",31,Dow,0068,0144,rel
845,"In 2021, Dow’s Scope 2 emissions were reduced by approximately 400,000 metric tons CO2e (6.4% reduction) as a result of Dow’s efforts to source cleaner energy to support our sites.",30,"REPORTING & DISCLOSURE TRACKING OUR PROGRESS DOW | REPORTING & DISCLOSURE | 141 Dow Disclosures – GRI Content Index In 2021, Dow’s Scope 2 emissions were reduced by approximately 400,000 metric tons CO2e (6.4% reduction) as a result of Dow’s efforts to source cleaner energy to support our sites.",49,Dow,0068,1822,rel
846,"In 2021, we implemented sourcing of cleaner power agreements to support our operations in Europe, resulting in a material decrease in our Scope 2 emissions from 2020",27,"In 2021, we implemented sourcing of cleaner power agreements to support our operations in Europe, resulting in a material decrease in our Scope 2 emissions from 2020 to 2021 (see GRI 305-5 Reduction of GHG Emissions).",36,Dow,0068,1823,rel
847,The following table outlines a sampling of reduction initiatives completed in 2021 that have had a material impact on Dow’s reported Scope 1 and Scope 2 emissions.,27,The following table outlines a sampling of reduction initiatives completed in 2021 that have had a material impact on Dow’s reported Scope 1 and Scope 2 emissions.,27,Dow,0068,1877,rel
848,Dominion Energy Consolidated Energy Mix (GWh) Renewable Build Scenario,9,"140 120 100 80 60 40 20 0 2030 2040 2050 GW Dominion Energy Consolidated Nameplate Capacity  (GW) Renewable Build Exhibit 7 Dominion Energy Consolidated Energy Mix (GWh)  Renewable Build Scenario Exhibit 6 Consolidated Nameplate  Capacity (GW)  Renewable Build Scenario 2030 2040 2050 ●	 Hydro  ● Natural Gas/RNG ●	 Hydro  ● Natural Gas/RNG ● Nuclear ● Solar ● Offshore and Onshore Wind ● Coal ● Energy Storage — Peak Demand ● Nuclear ● Solar ● Offshore and  Onshore Wind The Renewable Build Scenario would require almost 1,000 square  miles of land in Virginia by 2050 — the equivalent of more than 15  times the footprint of the District of Columbia.",110,Dominion_Energy,0069,0208,rel
849,Dominion Energy Consolidated Energy Mix (GWh) Resource Constraints Scenario Dominion Energy Consolidated Energy Mix (GWh) Advanced Dispatchable Technology Scenario,19,"Exhibit 8 Consolidated Nameplate  Capacity (GW)  Resource Constraints Scenario Exhibit 10 Consolidated Nameplate  Capacity (GW)  Advanced Dispatchable  Technology Scenario 90 80 70 60 50 40 30 20 10 0 2030 2040 2050 GW Dominion Energy Consolidated Nameplate Capacity  (GW) Resource Constraints 140 120 100 80 60 40 20 0 2030 2040 2050 GW Dominion Energy Consolidated Nameplate Capacity  (GW) Advanced Dispatchable Technology ●	 Hydro  ● Natural Gas/RNG ● Nuclear ● Solar ● Offshore and Onshore Wind ● Coal ● Green Hydrogen Peaker ● Energy Storage — Peak Demand Exhibit 9 Dominion Energy Consolidated Energy Mix (GWh)  Resource Constraints Scenario Exhibit 11 Dominion Energy Consolidated Energy Mix (GWh)  Advanced Dispatchable Technology Scenario 2030 2030 2040 2040 2050 2050 ●	 Hydro  ● Natural Gas/RNG ●	 Hydro  ● Natural Gas/RNG ● Nuclear ● Solar ● Nuclear ● Solar ● Offshore and  Onshore Wind ● Offshore and  Onshore Wind Due to the need for zero-carbon dispatchable generation, a third  scenario was examined to include SMRs (Small Modular Reactors).",164,Dominion_Energy,0069,0214,rel
850,"We are also expanding our renewable footprint and own, operate or purchased over 10 gigawatts (GW) of renewables (solar and wind) in 2021, targeting 24 GW by 2030.",28,"We are also expanding our  renewable footprint and own, operate or purchased over  10 gigawatts (GW) of renewables (solar and wind) in  2021, targeting 24 GW by 2030.",28,Duke_Energy,0070,0288,rel
851,"Since 2010, we’ve retired 56 coal units representing approximately 7,500 MW.",11,"Since 2010, we’ve retired 56 coal  units representing approximately 7,500 MW.",11,Duke_Energy,0070,0304,rel
852,"Already, the company has reduced carbon emissions from electricity generation by 44% from 2005 levels – the equivalent of removing 13 million vehicles from the road.",26,"Already,  the company has reduced carbon emissions from  electricity generation by 44% from 2005 levels – the  equivalent of removing 13 million vehicles from the  road.",26,Duke_Energy,0070,0305,rel
853,"Moving Toward a Cleaner Generation Fleet and Increased Fuel Diversity (Represents total company view) Transforming the way we produce power (Generation (MWh) by fuel type) 2005 1 2021 1, 2 2030E 3 1% Hydro, wind and solar 33% Nuclear 6% Natural gas 60% Coal/oil 7% Hydro, wind and solar 35% Nuclear 36% Natural gas 22% Coal/oil 25% Hydro, wind and solar 30% Nuclear 40% Natural gas 5% Coal/oil  1 2005 and 2021 data based on Duke Energy’s ownership share of U.S. generation",82,"After gathering feedback  from stakeholders in both North Carolina and South  Carolina, we’re incorporating this public input into  Moving Toward a Cleaner Generation  Fleet and Increased Fuel Diversity  (Represents total company view)  Transforming the way we produce power (Generation (MWh) by fuel type) 2005 1   1%  Hydro, wind and solar  33% Nuclear   6% Natural gas 60% Coal/oil 2021 1, 2   7%  Hydro, wind and solar  35% Nuclear  36% Natural gas 22% Coal/oil 2030E 3  25%  Hydro, wind and solar  30% Nuclear  40% Natural gas 5% Coal/oil  1 2005 and 2021 data based on Duke Energy’s ownership share of U.S. generation  assets as of December 31, 2021.",106,Duke_Energy,0070,0308,rel
854,"Deploying renewables such as solar, wind and energy storage at unprecedented rates, expanding the renewables we own, operate or purchase from 10 GW in 2021 to 24 GW in 2030.",30,"Our road  map centers around the following elements:   ■ Deploying renewables such as solar, wind and  energy storage at unprecedented rates, expanding  the renewables we own, operate or purchase from  10 GW in 2021 to 24 GW in 2030.",39,Duke_Energy,0070,0315,rel
855,"In Oklahoma, the company expanded its Frontier Windpower project – its largest with 550 MW of",16,"In Oklahoma, the company expanded its Frontier  Windpower project – its largest with 550 MW of  2017 2018 2019 2020 2021 2025E 2030E 30,000 25,000 20,000 15,000 10,000 5,000 0 25   2021 DUKE ENERGY ESG REPORT Trenton Solar Facility / Trenton, Florida",42,Duke_Energy,0070,0327,rel
856,"In Texas, the company began operation at the 182-MW Maryneal Windpower project.",12,"In Texas, the company began operation at the  182-MW Maryneal Windpower project.",12,Duke_Energy,0070,0329,rel
857,"One of the nation’s and Duke Energy’s fastest-growing areas for solar power is Florida and in 2021, the company expanded solar through its regulated utility in the Sunshine State with the addition of 225 MW through three new solar power plants.",41,"One of the nation’s and Duke Energy’s fastest-growing  areas for solar power is Florida and in 2021, the  company expanded solar through its regulated utility  in the Sunshine State with the addition of 225 MW  through three new solar power plants.",41,Duke_Energy,0070,0331,rel
858,"In both North Carolina and South Carolina, we have more than 4,500 MW of solar capacity connected to its grid",20,"In both North Carolina and South Carolina, we have  more than 4,500 MW of solar capacity connected to  its grid – including company-owned and independent  projects.",26,Duke_Energy,0070,0333,rel
859,"In 2021, approximately 83% of Duke Energy’s carbon-free generation was from nuclear energy, and about 37% of our total generation was from nuclear energy.",24,"■ In 2021, approximately 83% of Duke Energy’s  carbon-free generation was from nuclear energy,  and about 37% of our total generation was from  nuclear energy.",25,Duke_Energy,0070,0351,rel
860,"The Duke Energy nuclear fleet generated more than 75 billion kilowatt-hours of electricity and avoided the release of over 50 million tons of carbon dioxide, which equates to about 10 million cars no longer on the road.",37,"■ The Duke Energy nuclear fleet generated more than  75 billion kilowatt-hours of electricity and avoided  the release of over 50 million tons of carbon dioxide,  which equates to about 10 million cars no longer on  the road.",38,Duke_Energy,0070,0352,rel
861,We’ve eliminated cast iron and bare steel pipe from our system.,11,Methane Reduction We’ve eliminated cast iron and bare steel pipe from our  system.,13,Duke_Energy,0070,0375,rel
862,These pipeline replacements have resulted in eliminating more than 95% of the methane emissions previously attributed to cast iron and bare steel pipe infrastructure.,24,These pipeline replacements have resulted in  eliminating more than 95% of the methane emissions  previously attributed to cast iron and bare steel  pipe infrastructure.,24,Duke_Energy,0070,0376,rel
863,Cross-compression technology is being used in certain operational activities such as decommissioning a pipe or in-line inspections to eliminate the release of natural gas to the atmosphere or flaring the natural gas.,32,Cross-compression technology is being used in certain  operational activities such as decommissioning a pipe  or in-line inspections to eliminate the release of natural  gas to the atmosphere or flaring the natural gas.,32,Duke_Energy,0070,0379,rel
864,This technology moves natural gas from a pipeline being depressurized into another section of the natural gas system and has reduced methane emissions through these activities by nearly 99% and saved 2.4 million cubic feet of natural gas thus far.,40,This  technology moves natural gas from a pipeline being  depressurized into another section of the natural gas  system and has reduced methane emissions through  these activities by nearly 99% and saved 2.4 million  cubic feet of natural gas thus far.,40,Duke_Energy,0070,0380,rel
865,"In Florida, the company’s Park and Plug pilot has installed more than 600 EV public charging stations throughout the state.",20,"In Florida, the company’s Park and Plug pilot has  installed more than 600 EV public charging stations  throughout the state.",20,Duke_Energy,0070,0434,rel
866,"To date, drivers have used the Park & Plug network for almost 130,000 charging sessions, displacing more than 215,000 gallons of gasoline",22,"To date, drivers have used the  Park & Plug network for almost 130,000 charging  sessions, displacing more than 215,000 gallons of  gasoline and installations are in easily accessible  locations across Florida:    ■ 182 public Level 2 chargers at local businesses.",40,Duke_Energy,0070,0435,rel
867,"Fuels Consumed For Electric Generation 1 Coal (million tons) 63.1 Oil (million gallons) 231 Natural gas (billion cubic feet) 163 2021 Generation Capacity 1 37% Natural gas 29% Coal 17% Nuclear 9% Wind/solar 2% Conv.hydro 2% Oil 0.1% Fuel cell 24.3 19.7 26.0 19.4 567 585 Fuels consumed for electric generation Since 2008, the use of coal and oil as generation fuels has significantly decreased.",65,"Fuels consumed for  electric generation Since 2008, the use of coal and oil as  generation fuels has significantly decreased.",19,Duke_Energy,0070,0496,rel
868,These fuels are being replaced by cleaner natural gas and renewables.,11,These fuels are being replaced by cleaner  natural gas and renewables.,11,Duke_Energy,0070,0497,rel
869,"Equivalent to 8%  9,088 Purchased Carbon-free Generation (Includes PPAs)2  Equivalent to 4%  4,212 ENVIRONMENTAL PERFORMANCE METRICS 2021 Electricity Generated and Generation Capacity 1 2021 electricity generated and generation capacity Duke Energy has a diverse, increasingly clean generation portfolio.",38,"2021 electricity generated and  generation capacity Duke Energy has a diverse, increasingly  clean generation portfolio.",15,Duke_Energy,0070,0491,rel
870,"Over 40% of the electricity we generated in 2021 was from carbon-free sources, including nuclear, wind, hydro and solar.",19,"Over 40% of the  electricity we generated in 2021 was from  carbon-free sources, including nuclear, wind,  hydro and solar.",19,Duke_Energy,0070,0492,rel
871,"Thirty six percent was from lower-carbon natural gas, which emits about half as much carbon dioxide as coal.",18,"Thirty six percent was from  lower-carbon natural gas, which emits about  half as much carbon dioxide as coal.",18,Duke_Energy,0070,0493,rel
872,And about 22% was from higher-carbon coal and oil.,9,And  about 22% was from higher-carbon coal and  oil.,9,Duke_Energy,0070,0494,rel
873,"Taken together, owned and purchased renewables are equivalent to almost 11% of our electricity generation.",15,"Taken together, owned and purchased  renewables are equivalent to almost 11% of  our electricity generation.",15,Duke_Energy,0070,0495,rel
874,Emissions From Electric Generation 1,5,"Scope 1 Emissions Emissions From Electric Generation 1 2005 2019 2020 2021 CO2 emissions (thousand metric/short tons)  139,000/ 153,000 84,000/  93,000 74,000/  82,000 77,000/  85,000 CO2 emissions intensity (pounds per net kWh) 1.29 0.86 0.78 0.79 SO2 emissions (metric/short tons)  1,004,000/  1,107,000 28,000/  31,000 24,000/  27,000 23,000/  25,000 SO2 emissions intensity (pounds per net MWh) 9.3 0.3 0.3 0.2 NOX emissions (metric/short tons)  221,000/  244,000 45,000/  50,000 39,000/  43,000 38,000/  42,000 NOX emissions intensity (pounds per net MWh) 2.1 0.5 0.4 0.4 CH4 emissions (CO2 equivalent)   (thousand metric/short tons) 381/420  169/186 142/157 151/166 N2O emissions (CO2 equivalent)   (thousand metric/short tons) 663/731  327/361 272/300 289/318  1 All data based on Duke Energy’s ownership share of generating assets as of December 31, 2021.",121,Duke_Energy,0070,0511,rel
875,Our goal is to reduce AEP’s carbon emissions from directly owned generation (scope 1) 80% by 2030 compared to 2000 levels and to achieve net-zero emissions by 2050 (scopes 1 and 2).,32,Our goal is to reduce AEP’s carbon emissions from directly owned generation (scope 1) 80% by 2030 compared to 2000 levels and to achieve net-zero emissions by 2050 (scopes 1 and 2).,32,AEP,0071,0493,rel
876,"The climate scenarios we conducted showed that we can reach more than 95% toward zero by 2050 with conventional technologies, and we remain hopeful that emerging technologies such as advanced nuclear, carbon capture, hydrogen and energy storage will help us close that gap.",43,"The climate scenarios we conducted showed that we can reach more than 95% toward zero by 2050 with conventional technologies, and we remain hopeful that emerging technologies such as advanced nuclear, carbon capture, hydrogen and energy storage will help us close that gap.",43,AEP,0071,0494,rel
