,matched_rel,original_rel,company_label,matched_rel_only
764,"('Introduction Climate Change Resources Smarter Chemistry Engagement 2022 Environmental Progress Report 91 Appendix Fiscal year 2021 energy and carbon footprint (corporate facilities) The chart below provides a detailed breakdown of fiscal year 2021 energy use, which we used to calculate our greenhouse gas emissions.', 100)",Fiscal year 2021 energy and carbon footprint (corporate facilities),0055,"Introduction Climate Change Resources Smarter Chemistry Engagement 2022 Environmental Progress Report 91 Appendix Fiscal year 2021 energy and carbon footprint (corporate facilities) The chart below provides a detailed breakdown of fiscal year 2021 energy use, which we used to calculate our greenhouse gas emissions."
765,"('by 2035 from a 2019 base year.', 100)",American Tower is targeting a 40% reduction in indirect scope 3 value chain GHG emissions by 2035 from a 2019 base year.,0056,by 2035 from a 2019 base year.
766,"('by 2035 from a 2019 base year.', 100)",American Tower is targeting a 40% reduction in absolute scope 1 and 2 GHG emissions by 2035 from a 2019 base year.,0056,by 2035 from a 2019 base year.
767,"('LETTER FROM OUR SUSTAINABILITY AT 50 ABOUT AMERICAN TOWER PRESIDENT AND CEO GOVERNANCE SOCIAL ENVIRONMENT APPENDICES AMERICAN TOWER Climate Change Mitigation In 2021, our scope 1 emissions decreased 6.5% to 636,157 and our scope 2 (market-based) MTCO2e emissions decreased 6.6% to 486,410 MTCO2e, compared to our 2019 baseline.', 96)","In 2021, our scope 1 emissions decreased 6.5% to 636,157 MTCO2e and our scope 2 (market-based) emissions decreased 6.6% to 486,410 MTCO2e, compared to our 2019 baseline.",0056,"LETTER FROM OUR SUSTAINABILITY AT 50 ABOUT AMERICAN TOWER PRESIDENT AND CEO GOVERNANCE SOCIAL ENVIRONMENT APPENDICES AMERICAN TOWER Climate Change Mitigation In 2021, our scope 1 emissions decreased 6.5% to 636,157 and our scope 2 (market-based) MTCO2e emissions decreased 6.6% to 486,410 MTCO2e, compared to our 2019 baseline."
768,"('Our overall scope 1 and 2 emissions reduction of 6.5%, compared to our 2019 baseline, is driven by several factors, including improving communications site energy efficiency, deploying renewable energy solutions and upgrading on-site energy storage systems.', 100)","Our overall scope 1 and 2 emissions reduction of 6.5%, compared to our 2019 baseline, is driven by several factors, including improving communications site energy efficiency, deploying renewable energy solutions and upgrading on-site energy storage systems.",0056,"Our overall scope 1 and 2 emissions reduction of 6.5%, compared to our 2019 baseline, is driven by several factors, including improving communications site energy efficiency, deploying renewable energy solutions and upgrading on-site energy storage systems."
769,,"At 99% of the approximately 1,000 newly built sites and nearly 75% of the approximately 2,100 legacy sites, we have installed solar arrays and lithium-ion batteries (LIBs).",0056,
770,,"Also, where possible, we have accelerated grid connections at newly built sites to utilize Kenyan grid power, which is increasingly powered by renewables.",0056,
771,,"As such, we have a goal to expand our renewable energy portfolio to 66 megawatts (MW) of solar capacity installed at over 12,000 sites by 2025.",0056,
772,"('Across our markets, we now have 60 sites that are 100% 10,700 10,700 58 58 powered by solar energy, eliminating the need for grid-based electricity or diesel fuel.', 86)","Across our markets, we now have 60 sites that are 100% powered by solar energy, eliminating the need for grid-based electricity or diesel fuel.",0056,"Across our markets, we now have 60 sites that are 100% 10,700 10,700 58 58 powered by solar energy, eliminating the need for grid-based electricity or diesel fuel."
773,,"In 2021, these contracts totaled 213,000 MWh of renewable energy, with approximately 52,000 MWh covering our usage and more than three times that amount, approximately 161,000 MWh, provided to our tenants.",0056,
774,,"In 2021, the South Africa team further expanded our use of renewable energy solutions and installed the Company’s first- ever wind turbine to harness on-site wind power generation.",0056,
775,,Installations 58 Solar Capacity (MW) Solar Installations On-site Solar Capacity (MW),0056,
776,,"We more than doubled the number of sites with LIBs compared to 2020, reaching a total of nearly 50,000 LIBs, with over 400 MWh of capacity at 13,600 communications sites.",0056,
777,"('We estimate the installations With LIBs reduced on-site diesel consumption by 13,600 nearly 12 million liters in 2021, which reduced our scope 1 emissions by nearly Reducing Reliance on Diesel in Africa 30,000 MTCO2e.', 89)","We estimate the installations reduced on-site diesel consumption by nearly 12 million liters in 2021, which reduced our scope 1 emissions by nearly 30,000 MTCO2e.",0056,"We estimate the installations With LIBs reduced on-site diesel consumption by 13,600 nearly 12 million liters in 2021, which reduced our scope 1 emissions by nearly Reducing Reliance on Diesel in Africa 30,000 MTCO2e."
778,"('than 13%, compared to 2019.', 85)","In 2021, the Africa markets have reduced their reliance on diesel by more than 50% compared to 2017.",0056,"than 13%, compared to 2019."
779,,Installations Number of Sites APPENDICES,0056,
780,,"Energy GHG Emissions (Scope 1, Scope 2, Scope 3)",0056,
781,"('According to the U.S. Energy Information Agency: goal is to reach net zero emissions across our value chain by 2040.', 92)",Our new goal is to reach net zero emissions across our value chain by 2040.,0057,According to the U.S. Energy Information Agency: goal is to reach net zero emissions across our value chain by 2040.
782,,We have been carbon neutral for scope 1 (direct emissions) and scope 2 (emissions from purchased energy) since 2019.,0057,
783,,We accomplished this by improving energy efficiency and through our purchase of high-quality carbon offsets and renewable energy certificates (RECs).,0057,
784,,Scope 3 emissions (emissions not directly associated with our operations) represent 99.9% of our total emissions footprint—and our best opportunity to make an impact.,0057,
785,"('Our updated (2022) Science Based Target will be to achieve net zero emissions for our operations (Scopes 1 and 2) by 2030 and for our value chain (Scope 3) by 2040.', 100)","2021 Scope 1 and 2 Sources 2021 Scope 3 Sources Our 2018 Science Based Target was to reduce emissions 21% (Scopes 1 and 2) and 15% (Scope 3) by 2025, and 56% (Scopes 1 and 2) and 40% (Scope 3) by 2040, from Our updated (2022) Science Based Target will be to achieve net zero emissions for our operations (Scopes 1 and 2) by 2030 and for our value chain (Scope 3) by 2040. energy and emissions data, including an emissions intensity metric and our Greenhouse Gas Assurance Statement, please see the Data and Assurance pages on the Our Scope 1 and 2 emissions declined 22% from 2020 to 2021, primarily due to reduced use of natural gas for heating in offices we own.",0057,Our updated (2022) Science Based Target will be to achieve net zero emissions for our operations (Scopes 1 and 2) by 2030 and for our value chain (Scope 3) by 2040.
786,,Primary sources of Scope 1 emissions include fuel consumption in Prologis-owned and -leased Our Scope 3 emissions declined 1% from 2020 to 2021.,0057,
787,"('We have reduced Scope 3 emissions by 38% from our 2016 science-based-target baseline, primarily through increased building energy efficiency.', 100)","We have reduced Scope 3 emissions by 38% from our 2016 science-based-target baseline, primarily through increased building energy efficiency.",0057,"We have reduced Scope 3 emissions by 38% from our 2016 science-based-target baseline, primarily through increased building energy efficiency."
788,"('Our two largest sources of Scope 3 emissions are customer/tenant energy use (downstream leased assets) and embodied carbon in construction (capital goods and purchased goods and services).', 96)",Our two largest sources of Scope 3 emissions are customer/tenant energy (downstream leased,0057,Our two largest sources of Scope 3 emissions are customer/tenant energy use (downstream leased assets) and embodied carbon in construction (capital goods and purchased goods and services).
789,"('at the end of 2021.', 100)","Prologis continues to be a leader in the generation of solar energy, with 285 MW of generating capacity worldwide at the end of 2021.",0057,at the end of 2021.
790,,"* At year-end 2021, we had installed LED lighting across 57% of the warehouse and office space in our portfolio.",0057,
791,"('100 By 2025, we intend to reach 100%.', 100)","By 2025, we intend to reach 100%.",0057,"100 By 2025, we intend to reach 100%."
792,"('In 2022, we plan to expand EV charging as a service to customers and expect 25 to manage approximately 10 MWs of EV charging capacity.', 98)","In 2022, we plan to expand EV charging as a service to customers and expect to manage approximately 10 MWs of EV charging capacity.",0057,"In 2022, we plan to expand EV charging as a service to customers and expect 25 to manage approximately 10 MWs of EV charging capacity."
793,,We have committed to achieving carbon neutral construction by 2025 for every building we build or redevelop.,0057,
794,,"Where appropriate, depending on a building’s location, we install white or reflective surfaces on roofs to reduce a building’s energy consumption.",0057,
795,,Benefits include an up- to-15% reduction in the amount of energy needed for air conditioning; reduced roof maintenance costs from ultra- violet and infra-red damage; and a reduction in the urban heat island effect.,0057,
796,,"At year-end 2021, 47% of our rooftop space was covered with a cool or reflective coating.",0057,
797,,Prologis’ Park Moissy II DC1 is a 1 million square foot logistics facility in Paris.,0057,
798,"('efficiencies, rooftop solar, purchased renewable energy and borehole geothermal energy storage for heating, cooling and power.', 100)","Built with no gas connection, the building relies on design efficiencies, rooftop solar, purchased renewable energy and borehole geothermal energy storage for heating, cooling and power.",0057,"efficiencies, rooftop solar, purchased renewable energy and borehole geothermal energy storage for heating, cooling and power."
799,,"It features electric and natural gas vehicle infrastructure, a rain catchment system for irrigation, 12 acres of PARKlifeTM space and placement of beehives on site.",0057,
800,"('(The honey is shared with the tenant.)', 100)",(The honey is shared with the tenant.),0057,(The honey is shared with the tenant.)
801,,"These innovations avoid 115,000 mtCO2e of greenhouse gas emission and reduce operating expenses by an estimated $215,000 each year, depending on energy prices.",0057,
802,,"The use of CarbonCure in the three buildings’ floors, tilt walls and exterior paving saved almost 250 metric tons of CO2—roughly the amount absorbed by 300 acres of trees in one year.",0057,
803,"('Since 2008, we’ve mitigated 6.1 million metric tons of carbon through this partnership.', 100)","We Since 2008, we’ve mitigated 6.1 million metric tons of carbon through this partnership.",0057,"Since 2008, we’ve mitigated 6.1 million metric tons of carbon through this partnership."
804,,"In 2021, we purchased offsets for approximately 20% (~240,000 metric tons of CO2e) of our 2021 construction- related GHG emissions.",0057,
805,,"These offsets included rainforest conservation in Brazil, Canada and Mexico and conservation, habitat management and building insulation alternatives in the U.S.",0057,
806,,"Established goal to be Carbon Neutral by 2025 in Scope 1 & 2 emissions We have converted 57% of our 12,000+ lit towers.",0058,
807,"('53% of renewable electricity 175,397 across 13 states beginning 53% in 2022.', 87)","In 2021, we contracted to source ~110,000 MWh of renewable electricity across 13 states beginning in 2022.",0058,"53% of renewable electricity 175,397 across 13 states beginning 53% in 2022."
808,,This amounts to 63% of our 2021 electricity consumption.2,0058,
809,,2021 Scope 1 & 2 Emissions1 2021 Greenhouse Gas (GHG) Emissions,0058,
810,"('emissions for our customers or end users.', 100)","productivity, energy use and GHG emissions for our customers or end users.",0059,emissions for our customers or end users.
811,"('twice as much GHG avoided than emitted from all our operations.', 100)","In fact, we calculate that in 2020, Linde gases, principally oxygen and hydrogen, enabled our customers to avoid 85 million metric tons of CO₂e, which is more than twice as much GHG avoided than emitted from all our operations.",0059,twice as much GHG avoided than emitted from all our operations.
812,"('New development of alternative gas separation technologies to allow technologies will be piloted and scaled commercially.', 96)",New technologies will be piloted and scaled commercially.,0059,New development of alternative gas separation technologies to allow technologies will be piloted and scaled commercially.
813,,Green fuels and materials will be scaling and the feasibility for hydrogen usage as an agent of decarbonization in multiple applications will be growing.,0059,
814,"('SMRs will continue to be used for most large-scale hydrogen initiatives.', 89)",SMRs will continue to be used for most large-scale hydrogen production.,0059,SMRs will continue to be used for most large-scale hydrogen initiatives.
815,"('It Linde’s 2020 Scope 1 GHG emissions were 16.2 MM MT CO₂e.', 100)",Linde’s 2020 Scope 1 GHG emissions were 16.2 MM MT CO₂e.,0059,It Linde’s 2020 Scope 1 GHG emissions were 16.2 MM MT CO₂e.
816,,"This represents a 1 percent absolute reduction, driven by lower hydrogen production due to the pandemic, improved HyCO GHG efficiency.",0059,
817,"('It Linde’s 2020 Scope 1 GHG emissions were 16.2 MM MT CO₂e.', 85)",Results were also impacted by increased direct emissions resulting Linde’s Scope 2 GHG emissions were 21 MM MT CO₂e.,0059,It Linde’s 2020 Scope 1 GHG emissions were 16.2 MM MT CO₂e.
818,,"This represents a 6 percent absolute reduction versus 2019, driven by improvements in plant specific grid emission factors; increased low-carbon (LC) and renewable power purchases; and lower production due to the pandemic, as well as updated methodology for Scope 2 emissions from steam.",0059,
819,,"Scope 2 GHG were caused by the use of electricity and steam, a portion Linde’s combined Scope 1 + Scope 2 GHG emissions versus EBITDA.",0059,
820,,"In 2020, Linde’s GHG intensity was 4.3 MMT CO₂e/$ billion, representing 16.5 percent GHG intensity improvement over 2018, resulting from lower production volumes due to the pandemic and increased renewable energy availability and sourcing.",0059,
821,"('Targets GHG emissions sources, calculated into CO₂ equivalents.', 90)","of Scope 1 GHG emissions sources, calculated into CO₂ equivalents.",0059,"Targets GHG emissions sources, calculated into CO₂ equivalents."
822,"('In 2020, to improve energy efficiency in ASUs and to increase low-carbon these emissions were 1.5 MM MT CO₂e (2019: 1.7).', 87)","In 2020, these emissions were 1.5 MM MT CO₂e (2019: 1.7).",0059,"In 2020, to improve energy efficiency in ASUs and to increase low-carbon these emissions were 1.5 MM MT CO₂e (2019: 1.7)."
823,"('a 9.3 percent improvement over the baseline.', 100)",2020 results were a 9.3 percent improvement over the baseline.,0059,a 9.3 percent improvement over the baseline.
824,,"This performance improvement was achieved by defining and improving best practices, particularly in U.S. electronics and reductions in refrigerants due to improved reporting.",0059,
825,"('• >2x low-carbon power sourcing (to >30TWh), primarily from active • Achieve 35 percent GHG intensity improvement versus EBITDA renewable electricity The scope is Linde’s combined Scope 1 + Scope 2 GHG emissions The scope is all Linde operations within our GHG reporting boundary.', 100)",The scope is all Linde operations within our GHG reporting boundary.,0059,"• >2x low-carbon power sourcing (to >30TWh), primarily from active • Achieve 35 percent GHG intensity improvement versus EBITDA renewable electricity The scope is Linde’s combined Scope 1 + Scope 2 GHG emissions The scope is all Linde operations within our GHG reporting boundary."
826,,"In 2020, the company sourced 16 million MWh low-carbon energy, or 39 percent of all its purchased electricity.",0059,
827,,Low-carbon electricity is defined as electricity produced from non-fossil Linde actively sourced 2.4 TWh renewable energy in 2020. electricity use in the UK is almost 100 percent renewable using,0059,
828,"('Total renewable electricity purchased in 2020 was 2.5 million MWh, or 9.0 million GJ.', 100)","Total renewable electricity purchased in 2020 was 2.5 million MWh, or 9.0 million GJ.",0059,"Total renewable electricity purchased in 2020 was 2.5 million MWh, or 9.0 million GJ."
829,"('In 2020, active RE was 2.493 million MWh and passive RE was 9.176 million MWh, for a total of 11.669 million MWh.', 100)","In 2020, active RE was 2.493 million MWh and passive RE was 9.176 million MWh, for a total of 11.669 million MWh.",0059,"In 2020, active RE was 2.493 million MWh and passive RE was 9.176 million MWh, for a total of 11.669 million MWh."
830,"('Nuclear was 4.750 million RE, bringing the total low carbon electricity to 16.419 million MWh of low carbon electricity, which represents 39 percent of total electricity consumption in 2020.', 96)","Nuclear was 4.750 million RE, bringing the total low carbon electricity to 16.419 million MWh of low carbon electricity, which represents 39 percent of Linde’s total electricity consumption in 2020.",0059,"Nuclear was 4.750 million RE, bringing the total low carbon electricity to 16.419 million MWh of low carbon electricity, which represents 39 percent of total electricity consumption in 2020."
831,,"Active renewable electricity consumed 2,493,000 Passive renewable electricity consumed 9,176,000 Low carbon (nuclear) electricity consumed 4,750,000 Non-renewable fuels purchased and consumed 21,298,000 Total renewable electricity purchased or generated2 2,493,000",0059,
832,"('305-1 Direct greenhouse gas (GHG) emissions (Scope 1) total Scope 1 emissions in 2020 were 16,247,000 MT which is a decrease of 1.3 percent from 2019.', 92)","Linde’s total Scope 1 emissions in 2020 were 16,247,000 MT CO2e, which is a decrease of 1.3 percent from 2019.",0059,"305-1 Direct greenhouse gas (GHG) emissions (Scope 1) total Scope 1 emissions in 2020 were 16,247,000 MT which is a decrease of 1.3 percent from 2019."
833,"('62 Linde 2020 Sustainable Development Report Scope 1 GHG Emissions 2020 2017 2018 2019 Linde Praxair Linde Pro Forma Linde Scope 1 8,820,000 16,872,000 16,461,000 16,247,000 EN (8): Scope 1 GHG Emissions Units: Metric Tons CO2e 305-2 Energy indirect greenhouse gas (GHG) emissions (Scope 2) Scope 2 GHG emissions in 2020 were 21 million metric tons (market-based), which is a 5.8 percent decrease from 2019.', 93)","Linde’s Scope 2 GHG emissions in 2020 were 21 million metric tons CO2e (market-based), which is a 5.8 percent decrease from 2019.",0059,"62 Linde 2020 Sustainable Development Report Scope 1 GHG Emissions 2020 2017 2018 2019 Linde Praxair Linde Pro Forma Linde Scope 1 8,820,000 16,872,000 16,461,000 16,247,000 EN (8): Scope 1 GHG Emissions Units: Metric Tons CO2e 305-2 Energy indirect greenhouse gas (GHG) emissions (Scope 2) Scope 2 GHG emissions in 2020 were 21 million metric tons (market-based), which is a 5.8 percent decrease from 2019."
834,"('66 Linde 2020 Sustainable Development Report 305-5 Reduction of greenhouse gas (GHG) emissions Scopes 1+2 GHG Emissions Reductions total sustainable productivity in 2020 yielded savings equivalent to 576,000 metric tons It counts projects where benefits are fully realized Linde’s CO2e.', 93)","Linde’s total sustainable productivity in 2020 yielded savings equivalent to 576,000 metric tons CO2e.",0059,"66 Linde 2020 Sustainable Development Report 305-5 Reduction of greenhouse gas (GHG) emissions Scopes 1+2 GHG Emissions Reductions total sustainable productivity in 2020 yielded savings equivalent to 576,000 metric tons It counts projects where benefits are fully realized Linde’s CO2e."
835,"('These projects provided GHG savings from enhancing the energy efficiency of buildings, processes and the transportation fleet.', 100)","These projects provided GHG savings from enhancing the energy efficiency of buildings, processes and the transportation fleet.",0059,"These projects provided GHG savings from enhancing the energy efficiency of buildings, processes and the transportation fleet."
836,"('305-7 NOx, SOx, and other significant air emissions NOx Emissions The 13.5 percent increase in NOx emissions between 2019 and 2020 was driven by a single facility in Mexico that accounts for more than 75 percent of the NOx emissions.', 97)",The 13.5 percent increase in NOx emissions between 2019 and 2020 was driven by a single facility in Mexico that accounts for more than 75 percent of the company’s NOx emissions.,0059,"305-7 NOx, SOx, and other significant air emissions NOx Emissions The 13.5 percent increase in NOx emissions between 2019 and 2020 was driven by a single facility in Mexico that accounts for more than 75 percent of the NOx emissions."
837,"(""SOx Emissions The 8 percent increase in SOx emissions between 2019 and 2020 can be attributed largely to one of Linde's largest plants in Singapore, and the source of 56 percent of Linde's total SOx emissions in 2020."", 100)","The 8 percent increase in SOx emissions between 2019 and 2020 can be attributed largely to one of Linde's largest plants in Singapore, and the source of 56 percent of Linde's total SOx emissions in 2020.",0059,"SOx Emissions The 8 percent increase in SOx emissions between 2019 and 2020 can be attributed largely to one of Linde's largest plants in Singapore, and the source of 56 percent of Linde's total SOx emissions in 2020."
838,"('VOC Emissions VOC emissions decreased between 2019 and 2020 by nearly 19 percent, mainly due to the COVID-19 pandemic resulting in lower production volumes at plants with VOC emissions and decreases in transportation activities.', 100)","VOC emissions decreased between 2019 and 2020 by nearly 19 percent, mainly due to the COVID-19 pandemic resulting in lower production volumes at plants with VOC emissions and decreases in transportation activities.",0059,"VOC Emissions VOC emissions decreased between 2019 and 2020 by nearly 19 percent, mainly due to the COVID-19 pandemic resulting in lower production volumes at plants with VOC emissions and decreases in transportation activities."
839,"('Linde is at the forefront in the transition to clean hydrogen and has installed nearly 200 hydrogen fueling stations and 80 hydrogen electrolysis plants worldwide and includes decarbonization investments within its SD 2028 targets.', 100)",Linde is at the forefront in the transition to clean hydrogen and has installed nearly 200 hydrogen fueling stations and 80 hydrogen electrolysis plants worldwide and includes decarbonization investments within its SD 2028 targets.,0059,Linde is at the forefront in the transition to clean hydrogen and has installed nearly 200 hydrogen fueling stations and 80 hydrogen electrolysis plants worldwide and includes decarbonization investments within its SD 2028 targets.
840,"('ABOUT OUR APPROACH ENVIRONMENT SOCIAL GOVERNANCE APPENDIX CLIMATE CONTINUING TO DELIVER Advancing our customers’ resilience to climate change FOR OUR CUSTOMERS We are helping customers become carbon neutral by reducing greenhouse gas emissions by 6 million metric tons by 2030, preventing nearly 10 million pollution-related illnesses.', 88)","By 2030, our ambition is to help customers become carbon neutral by reducing greenhouse gas emissions by 6 million metric tons annually, preventing nearly 10 million pollution-related illnesses.",0060,"ABOUT OUR APPROACH ENVIRONMENT SOCIAL GOVERNANCE APPENDIX CLIMATE CONTINUING TO DELIVER Advancing our customers’ resilience to climate change FOR OUR CUSTOMERS We are helping customers become carbon neutral by reducing greenhouse gas emissions by 6 million metric tons by 2030, preventing nearly 10 million pollution-related illnesses."
841,"('achieve 100% renewable electricity by 2030.', 100)","Ecolab will halve carbon emissions by 2030, achieve net-zero carbon emissions by 2050 and achieve 100% renewable electricity by 2030.",0060,achieve 100% renewable electricity by 2030.
842,"('by 2035 from a 2019 base year.', 86)","In 2021, we made progress by reducing absolute Scope 1 and 2 carbon emissions by 28% from a 2018 base year.",0060,by 2035 from a 2019 base year.
843,,"In 2021, 69% of our total electricity usage was considered renewable.",0060,
844,,"In 2021, we focused on continuous progress within our operations, completing process improvement projects that reduced total energy consumption by almost 5.4 billion BTUs and GHG emissions by 324 MT CO2e.",0060,
845,"('virtual power purchasing agreement (VPPA) to cover 100% of Ecolab’s annual electricity use in the United States and Canada.', 100)",We currently partner with renewable energy producer Clearway Energy Group on our virtual power purchasing agreement (VPPA) to cover 100% of Ecolab’s annual electricity use in the United States and Canada.,0060,virtual power purchasing agreement (VPPA) to cover 100% of Ecolab’s annual electricity use in the United States and Canada.
846,,"And in 2022, we announced our partnership with asset management firm Low Carbon on a VPPA to source 100% of the electricity needs for our European sites from the Mörknässkogen wind farm on the west coast of Finland.",0060,
847,"('achieve 100% renewable electricity by 2030.', 86)","In 2021, 69% of our total electricity usage was considered renewable setting us well on our way to achieve our goal of using 100% renewable electricity by 2030.",0060,achieve 100% renewable electricity by 2030.
848,"('This is accomplished through utilization of many of Ecolab’s innovative products and services that help customers reduce energy use.', 100)",This is accomplished through utilization of many of Ecolab’s innovative products and services that help customers reduce energy use.,0060,This is accomplished through utilization of many of Ecolab’s innovative products and services that help customers reduce energy use.
849,"('In 2021, we helped customers save 3.6 million metric tons of GHG emissions, preventing 5.8 million pollution-related illnesses.', 100)","In 2021, we helped customers save 3.6 million metric tons of GHG emissions, preventing 5.8 million pollution-related illnesses.",0060,"In 2021, we helped customers save 3.6 million metric tons of GHG emissions, preventing 5.8 million pollution-related illnesses."
850,"('a 5.6% improvement in the fuel efficiency of our fleet vehicles.', 100)","The decline in emissions from 2020 to 2021 was due to a combination of factors: the continued evolution of the energy grid toward greater use of renewable energy, ongoing energy efficiency initiatives in our facilities (including the installation of light-emitting diode [LED] lighting), and a 5.6% improvement in the fuel efficiency of our fleet vehicles.",0061,a 5.6% improvement in the fuel efficiency of our fleet vehicles.
851,"('Appendix The Sherwin-Williams Company – 2021 Investor ESG Summary, continued TOPIC METRIC 2019 2020 2021 Total Direct Energy Consumption (Scope 1) (Million Gigajoules) 5.27 5.14 5.06 Total Indirect Energy Consumption (Scope 2) (Million Gigajoules) 2.60 2.64 2.67 Total Energy Consumption (Million Gigajoules) 7.87 7.78 7.73 Energy Total Direct Energy Intensity (Scope 1) (Gigajoules/metric tons produced) 1.37 1.34 1.34 Total Indirect Energy Intensity (Scope 2) (Gigajoules/metric tons produced) 0.68 0,69 0.71 Total Energy Intensity (Gigajoules/metric tons produced) 2.05 2.03 2.04 Renewable Energy (Million Gigajoules)* 0.00 0.01 0.00 Renewable Energy Percent of Total (%) 0.03% 0.07% 0.06% Renewable Energy Renewable Energy Goal N/A N/A 50% by 2030 Water Withdrawn (m3) 3,451,670 3,785,002 3,785,000 1,474,380 1,686,920 1,686,920 Water Consumption in Production Facilities (m3) ton production) 0.89 0.99 0.99 Water Intensity (m3/metric Water Water Consumed in Production Facilities and Sourced from Regions with 21.48% 19.50% 20.98% High or Extremely High Baseline Water Stress CDP Water Disclosure CDP Water Response CDP Water Score C C C Wastewater Discharge (m3) 1,977,290 2,098,090 Not yet available Waste Reduction Goal N/A N/A 25% by 2030 Waste 2021 Sustainability Report Waste Reduction Strategy Social Women in Workforce 24.6% 24.5% 24.5% Women in Management 26.3% 26.5% 26.4% Increase women in Women in Management Goal N/A N/A management roles to 30% by 2025 Minorities in Workforce (U.S. Only) 33.3% 34.2% 35.2% Minorities in Management (U.S. Only) 25.9% 26.6% 27.7% Increase minorities in U.S.', 98)",Renewable Energy Percent of Total (%) 0.06%,0061,"Appendix The Sherwin-Williams Company – 2021 Investor ESG Summary, continued TOPIC METRIC 2019 2020 2021 Total Direct Energy Consumption (Scope 1) (Million Gigajoules) 5.27 5.14 5.06 Total Indirect Energy Consumption (Scope 2) (Million Gigajoules) 2.60 2.64 2.67 Total Energy Consumption (Million Gigajoules) 7.87 7.78 7.73 Energy Total Direct Energy Intensity (Scope 1) (Gigajoules/metric tons produced) 1.37 1.34 1.34 Total Indirect Energy Intensity (Scope 2) (Gigajoules/metric tons produced) 0.68 0,69 0.71 Total Energy Intensity (Gigajoules/metric tons produced) 2.05 2.03 2.04 Renewable Energy (Million Gigajoules)* 0.00 0.01 0.00 Renewable Energy Percent of Total (%) 0.03% 0.07% 0.06% Renewable Energy Renewable Energy Goal N/A N/A 50% by 2030 Water Withdrawn (m3) 3,451,670 3,785,002 3,785,000 1,474,380 1,686,920 1,686,920 Water Consumption in Production Facilities (m3) ton production) 0.89 0.99 0.99 Water Intensity (m3/metric Water Water Consumed in Production Facilities and Sourced from Regions with 21.48% 19.50% 20.98% High or Extremely High Baseline Water Stress CDP Water Disclosure CDP Water Response CDP Water Score C C C Wastewater Discharge (m3) 1,977,290 2,098,090 Not yet available Waste Reduction Goal N/A N/A 25% by 2030 Waste 2021 Sustainability Report Waste Reduction Strategy Social Women in Workforce 24.6% 24.5% 24.5% Women in Management 26.3% 26.5% 26.4% Increase women in Women in Management Goal N/A N/A management roles to 30% by 2025 Minorities in Workforce (U.S. Only) 33.3% 34.2% 35.2% Minorities in Management (U.S. Only) 25.9% 26.6% 27.7% Increase minorities in U.S."
852,"('To underscore our commitment to supporting the health of the planet and leading in science-based climate action, we have identified the following high-level environmental goals: • Reduce absolute direct and indirect (Scope 1 and 2 under our operational control) GHG emissions by 50% below 2021 levels by 2030 • Achieve net zero (Scope 1 and 2) GHG emissions by 2040; and be net positive across our entire value chain (cradle-to-gate) by 205010 • Verify zero waste to landfill for all major manufacturing facilities while minimizing single-use plastics and championing water stewardship by 2030 As we progress on our integration activities and understand our new 2021 combined company baseline, we are expanding on these goals and adding critical internal key performance indicators.', 100)","To underscore our commitment to supporting the health of the planet and leading in science-based climate action, we have identified the following high-level environmental goals: • Reduce absolute direct and indirect (Scope 1 and 2 under our operational control) GHG emissions by 50% below 2021 levels by 2030 • Achieve net zero (Scope 1 and 2) GHG emissions by 2040; and be net positive across our entire value chain (cradle-to-gate) by 205010",0062,"To underscore our commitment to supporting the health of the planet and leading in science-based climate action, we have identified the following high-level environmental goals: • Reduce absolute direct and indirect (Scope 1 and 2 under our operational control) GHG emissions by 50% below 2021 levels by 2030 • Achieve net zero (Scope 1 and 2) GHG emissions by 2040; and be net positive across our entire value chain (cradle-to-gate) by 205010 • Verify zero waste to landfill for all major manufacturing facilities while minimizing single-use plastics and championing water stewardship by 2030 As we progress on our integration activities and understand our new 2021 combined company baseline, we are expanding on these goals and adding critical internal key performance indicators."
853,"('/ TJX purchased 29,000 megawatt hours more renewable and low-carbon energy including renewable energy certificates (RECs), onsite solar power purchase agreements (PPAs), and utility-supplied renewable energy in fiscal 2021 than in fiscal 2020.', 93)",Renewable energy certificates (RECs)† 330,0062,"/ TJX purchased 29,000 megawatt hours more renewable and low-carbon energy including renewable energy certificates (RECs), onsite solar power purchase agreements (PPAs), and utility-supplied renewable energy in fiscal 2021 than in fiscal 2020."
854,"('To date, we have developed two GHG emissions (Scope 1 and 2) reduction targets for our business in order to help manage relevant, climate-related risks and support the decarbonization of our business – the first, established in 2020, seeks to reduce the GHG emissions intensity of Freeport Americas Copper operations by 15% from our 2018 baseline.', 100)","To date, we have developed two GHG emissions (Scope 1 and 2) reduction targets for our business in order to help manage relevant, climate-related risks and support the decarbonization of our business – the first, established in 2020, seeks to reduce the GHG emissions intensity of Freeport Americas Copper operations by 15% from our 2018 baseline.",0063,"To date, we have developed two GHG emissions (Scope 1 and 2) reduction targets for our business in order to help manage relevant, climate-related risks and support the decarbonization of our business – the first, established in 2020, seeks to reduce the GHG emissions intensity of Freeport Americas Copper operations by 15% from our 2018 baseline."
