,matched_rel,original_rel,company_label,matched_rel_only
760,"('In 2021, we set SBTi- approved goals: • Scope 1 and 2: American\xa0Tower is targeting a 40% reduction in absolute scope 1 and 2 GHG emissions by 2035 from a 2019 base year.', 100)",American Tower is targeting a 40% reduction in absolute scope 1 and 2 GHG emissions by 2035 from a 2019 base year.,AmericanTowerCorp,"In 2021, we set SBTi- approved goals: • Scope 1 and 2: American Tower is targeting a 40% reduction in absolute scope 1 and 2 GHG emissions by 2035 from a 2019 base year."
761,"('• Scope 3: American\xa0Tower is targeting a 40% reduction in indirect scope 3 value chain GHG emissions by 2035 from a 2019 base year.', 100)",American Tower is targeting a 40% reduction in indirect scope 3 value chain GHG emissions by 2035 from a 2019 base year.,AmericanTowerCorp,• Scope 3: American Tower is targeting a 40% reduction in indirect scope 3 value chain GHG emissions by 2035 from a 2019 base year.
762,"('Region 2019 2020 2021 Africa 20.7  15.2  14.5 APAC 11.3  10.3  9.6 Europe 0.0 0.0  0.7 Latin America 0.2 0.1 0.1 U.S. and Canada 0.8  0.8  0.9 Average 6.9  6.2  5.1  Scope 1 and 2 GHG Emissions per Tower (MTCO2e) In 2021, our scope 1 emissions decreased 6.5% to  636,157 MTCO2e and our scope 2 (market-based)  emissions decreased 6.6% to 486,410 MTCO2e,  compared to our 2019 baseline.', 98)","In 2021, our scope 1 emissions decreased 6.5% to 636,157 MTCO2e and our scope 2 (market-based) emissions decreased 6.6% to 486,410 MTCO2e, compared to our 2019 baseline.",AmericanTowerCorp,"Region 2019 2020 2021 Africa 20.7  15.2  14.5 APAC 11.3  10.3  9.6 Europe 0.0 0.0  0.7 Latin America 0.2 0.1 0.1 U.S. and Canada 0.8  0.8  0.9 Average 6.9  6.2  5.1  Scope 1 and 2 GHG Emissions per Tower (MTCO2e) In 2021, our scope 1 emissions decreased 6.5% to  636,157 MTCO2e and our scope 2 (market-based)  emissions decreased 6.6% to 486,410 MTCO2e,  compared to our 2019 baseline."
763,"('Our overall scope 1 and 2 emissions reduction of 6.5%, compared to our 2019  baseline, is driven by several factors, including improving communications site energy  efficiency, deploying renewable energy solutions and upgrading on-site energy  storage systems.', 99)","Our overall scope 1 and 2 emissions reduction of 6.5%, compared to our 2019 baseline, is driven by several factors, including improving communications site energy efficiency, deploying renewable energy solutions and upgrading on-site energy storage systems.",AmericanTowerCorp,"Our overall scope 1 and 2 emissions reduction of 6.5%, compared to our 2019  baseline, is driven by several factors, including improving communications site energy  efficiency, deploying renewable energy solutions and upgrading on-site energy  storage systems."
764,"('At 99% of the  approximately 1,000 newly built sites and nearly  75% of the approximately 2,100 legacy sites, we have installed solar  arrays and lithium-ion batteries (LIBs).', 98)","At 99% of the approximately 1,000 newly built sites and nearly 75% of the approximately 2,100 legacy sites, we have installed solar arrays and lithium-ion batteries (LIBs).",AmericanTowerCorp,"At 99% of the  approximately 1,000 newly built sites and nearly  75% of the approximately 2,100 legacy sites, we have installed solar  arrays and lithium-ion batteries (LIBs)."
765,"('Also, where possible, we have  accelerated grid connections at newly built sites to utilize Kenyan grid  power, which is increasingly powered by renewables.', 99)","Also, where possible, we have accelerated grid connections at newly built sites to utilize Kenyan grid power, which is increasingly powered by renewables.",AmericanTowerCorp,"Also, where possible, we have  accelerated grid connections at newly built sites to utilize Kenyan grid  power, which is increasingly powered by renewables."
766,"('As such, we have a goal to expand our  renewable energy portfolio to 66 megawatts (MW) of solar  capacity installed at over 12,000 sites by 2025.', 99)","As such, we have a goal to expand our renewable energy portfolio to 66 megawatts (MW) of solar capacity installed at over 12,000 sites by 2025. powered by solar energy, eliminating the need for grid-based 58 electricity or diesel fuel.",AmericanTowerCorp,"As such, we have a goal to expand our  renewable energy portfolio to 66 megawatts (MW) of solar  capacity installed at over 12,000 sites by 2025."
767,"('Across our markets, we now have 60 sites that are 100%  powered by solar energy, eliminating the need for grid-based  electricity or diesel fuel.', 97)","Across our markets, we now have 60 sites that are 100% own.",AmericanTowerCorp,"Across our markets, we now have 60 sites that are 100%  powered by solar energy, eliminating the need for grid-based  electricity or diesel fuel."
768,"('In 2021, these contracts totaled 213,000 MWh  of renewable energy, with approximately 52,000 MWh  covering our usage and more than three times that amount,  approximately 161,000 MWh, provided to our tenants.', 99)","In 2021, these contracts totaled 213,000 MWh of renewable energy, with approximately 52,000 MWh covering our usage and more than three times that amount, approximately 161,000 MWh, provided to our tenants.",AmericanTowerCorp,"In 2021, these contracts totaled 213,000 MWh  of renewable energy, with approximately 52,000 MWh  covering our usage and more than three times that amount,  approximately 161,000 MWh, provided to our tenants."
769,"('In 2021, the South Africa team further expanded our use of  renewable energy solutions and installed the Company’s first- ever wind turbine to harness on-site wind power generation.', 99)","In 2021, the South Africa team further expanded our use of renewable energy solutions and installed the Company’s first- ever wind turbine to harness on-site wind power generation.",AmericanTowerCorp,"In 2021, the South Africa team further expanded our use of  renewable energy solutions and installed the Company’s first- ever wind turbine to harness on-site wind power generation."
771,"('We more than doubled the number of sites with LIBs  compared to 2020, reaching a total of  nearly 50,000 LIBs, with over 400 MWh  of capacity at 13,600 communications  sites.', 94)","We more than doubled the number of sites with LIBs APPENDICES  compared to 2020, reaching a total of nearly 50,000 LIBs, with over 400 MWh of capacity at 13,600 communications sites.",AmericanTowerCorp,"We more than doubled the number of sites with LIBs  compared to 2020, reaching a total of  nearly 50,000 LIBs, with over 400 MWh  of capacity at 13,600 communications  sites."
772,"('We estimate the installations  reduced on-site diesel consumption by  nearly 12 million liters in 2021, which  reduced our scope 1 emissions by nearly  30,000 MTCO2e.', 98)","We estimate the installations reduced on-site diesel consumption by nearly 12 million liters in 2021, which reduced our scope 1 emissions by nearly 30,000 MTCO2e.",AmericanTowerCorp,"We estimate the installations  reduced on-site diesel consumption by  nearly 12 million liters in 2021, which  reduced our scope 1 emissions by nearly  30,000 MTCO2e."
773,"('Reducing Reliance on Diesel in Africa In 2021, the Africa markets have reduced  their reliance on diesel by more than 50%  compared to 2017.', 85)","Installations Number of Sites In 2021, the Africa markets have reduced their reliance on diesel by more than 50% compared to 2017.",AmericanTowerCorp,"Reducing Reliance on Diesel in Africa In 2021, the Africa markets have reduced  their reliance on diesel by more than 50%  compared to 2017."
774,"('Below please find the criteria used to measure the carbon, energy and   water  information:  For carbon and energy: World Resources Institute (WRI)/World Business Council for   Sustainable Development (WBCSD) Greenhouse Gas Protocol, Corporate Accounting and   Reporting Standard, revised edition, including Scope 2 Guidance amendment (Scope 1 & 2);   WRI/WBCSD Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and   Reporting Standard (Scope 3)  For water: CDP Water Security Reporting Guidance  For all years, the scope of the verification included GHG emissions for Scope 1, Scope 2,   Scope 3 business air travel, total energy consumption, total electricity consumption, total   renewable electricity consumption, total offsets purchased, total water withdrawals, total   water consumption, and total water discharges.', 87)","Energy GHG Emissions (Scope 1, Scope 2, Scope 3)",AmericanTowerCorp,"Below please find the criteria used to measure the carbon, energy and   water  information:  For carbon and energy: World Resources Institute (WRI)/World Business Council for   Sustainable Development (WBCSD) Greenhouse Gas Protocol, Corporate Accounting and   Reporting Standard, revised edition, including Scope 2 Guidance amendment (Scope 1 & 2);   WRI/WBCSD Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and   Reporting Standard (Scope 3)  For water: CDP Water Security Reporting Guidance  For all years, the scope of the verification included GHG emissions for Scope 1, Scope 2,   Scope 3 business air travel, total energy consumption, total electricity consumption, total   renewable electricity consumption, total offsets purchased, total water withdrawals, total   water consumption, and total water discharges."
775,"('In 2022, we have  increased our ambition and updated this target: Our new  goal is to reach net zero emissions across our value chain  by 2040.', 97)",Our new goal is to reach net zero emissions across our value chain by 2040.,Prologis,"In 2022, we have  increased our ambition and updated this target: Our new  goal is to reach net zero emissions across our value chain  by 2040."
776,"('We have been carbon neutral for scope 1 (direct  emissions) and scope 2 (emissions from purchased  energy) since 2019.', 98)",We have been carbon neutral for scope 1 (direct emissions) and scope 2 (emissions from purchased energy) since 2019.,Prologis,We have been carbon neutral for scope 1 (direct  emissions) and scope 2 (emissions from purchased  energy) since 2019.
777,"('We accomplished this by improving  energy efficiency and through our purchase of  high-quality carbon offsets and renewable energy  certificates (RECs).', 98)",We accomplished this by improving energy efficiency and through our purchase of high-quality carbon offsets and renewable energy certificates (RECs).,Prologis,We accomplished this by improving  energy efficiency and through our purchase of  high-quality carbon offsets and renewable energy  certificates (RECs).
778,"('Scope 3 emissions (emissions not directly associated  with our operations) represent 99.9% of our total  emissions footprint—and our best opportunity to  make an impact.', 98)",Scope 3 emissions (emissions not directly associated with our operations) represent 99.9% of our total emissions footprint—and our best opportunity to make an impact.,Prologis,Scope 3 emissions (emissions not directly associated  with our operations) represent 99.9% of our total  emissions footprint—and our best opportunity to  make an impact.
779,"('Our Scope 1 and 2 emissions declined 22% from 2020 to 2021, primarily due to reduced use of  natural gas for heating in offices we own.', 100)","2021 Scope 1 and 2 Sources 2021 Scope 3 Sources Our Scope 1 and 2 emissions declined 22% from 2020 to 2021, primarily due to reduced use of natural gas for heating in offices we own.",Prologis,"Our Scope 1 and 2 emissions declined 22% from 2020 to 2021, primarily due to reduced use of  natural gas for heating in offices we own."
781,"('We have reduced Scope 3 emissions  by 38% from our 2016 science-based-target baseline, primarily through increased building  energy efficiency.', 99)","We have reduced Scope 3 emissions by 38% from our 2016 science-based-target baseline, primarily through increased building energy efficiency.",Prologis,"We have reduced Scope 3 emissions  by 38% from our 2016 science-based-target baseline, primarily through increased building  energy efficiency."
782,"('Our updated (2022) Science Based Target will be to achieve net zero emissions for our operations (Scopes 1 and 2) by 2030 and for our value chain (Scope 3) by 2040.', 100)","Our two largest sources of Scope 3 emissions are customer/tenant energy (downstream leased Our 2018 Science Based Target was to reduce emissions 21% (Scopes 1 and 2) and 15% (Scope 3) by 2025, and 56% (Scopes 1 and 2) and 40% (Scope 3) by 2040, from Our updated (2022) Science Based Target will be to achieve net zero emissions for our operations (Scopes 1 and 2) by 2030 and for our value chain (Scope 3) by 2040. energy and emissions data, including an emissions intensity metric and our Greenhouse Gas Assurance Statement, please see the Data and Assurance pages on the",Prologis,Our updated (2022) Science Based Target will be to achieve net zero emissions for our operations (Scopes 1 and 2) by 2030 and for our value chain (Scope 3) by 2040.
783,"('Renewable energy Prologis continues to be a leader in the generation of solar  energy, with 285 MW of generating capacity worldwide  at the end of 2021.', 98)","Prologis continues to be a leader in the generation of solar energy, with 285 MW of generating capacity worldwide at the end of 2021.",Prologis,"Renewable energy Prologis continues to be a leader in the generation of solar  energy, with 285 MW of generating capacity worldwide  at the end of 2021."
784,"('At year-end 2021, we had installed LED lighting across  57% of the warehouse and office space in our portfolio.', 99)","* At year-end 2021, we had installed LED lighting across 57% of the warehouse and office space in our portfolio.",Prologis,"At year-end 2021, we had installed LED lighting across  57% of the warehouse and office space in our portfolio."
785,"('By 2025, we intend to reach 100%.', 100)","By 2025, we intend to reach 100%.",Prologis,"By 2025, we intend to reach 100%."
786,"('In 2022, we plan to  expand EV charging as a service to customers and expect  to manage approximately 10 MWs of EV charging capacity.', 98)","In 2022, we plan to expand EV charging as a service to customers and expect to manage approximately 10 MWs of EV charging capacity.",Prologis,"In 2022, we plan to  expand EV charging as a service to customers and expect  to manage approximately 10 MWs of EV charging capacity."
787,"('We have committed to achieving  carbon neutral construction by   2025 for every building we build   or redevelop.', 95)",We have committed to achieving carbon neutral construction by 2025 for every building we build or redevelop.,Prologis,We have committed to achieving  carbon neutral construction by   2025 for every building we build   or redevelop.
788,"('  2021-22 ESG Report  29 Cool roofs Where appropriate, depending on a building’s location,  we install white or reflective surfaces on roofs to reduce  a building’s energy consumption.', 99)","Where appropriate, depending on a building’s location, we install white or reflective surfaces on roofs to reduce a building’s energy consumption.",Prologis,"  2021-22 ESG Report  29 Cool roofs Where appropriate, depending on a building’s location,  we install white or reflective surfaces on roofs to reduce  a building’s energy consumption."
789,"('Benefits include an up- to-15% reduction in the amount of energy needed for air  conditioning; reduced roof maintenance costs from ultra- violet and infra-red damage; and a reduction in the urban  heat island effect.', 99)",Benefits include an up- to-15% reduction in the amount of energy needed for air conditioning; reduced roof maintenance costs from ultra- violet and infra-red damage; and a reduction in the urban heat island effect.,Prologis,Benefits include an up- to-15% reduction in the amount of energy needed for air  conditioning; reduced roof maintenance costs from ultra- violet and infra-red damage; and a reduction in the urban  heat island effect.
790,"('At year-end 2021, 47% of our rooftop  space was covered with a cool or reflective coating.', 99)","At year-end 2021, 47% of our rooftop space was covered with a cool or reflective coating.",Prologis,"At year-end 2021, 47% of our rooftop  space was covered with a cool or reflective coating."
791,"('Zero-carbon, community- oriented design Prologis’ Park Moissy II DC1 is a 1 million square  foot logistics facility in Paris.', 99)",Prologis’ Park Moissy II DC1 is a 1 million square foot logistics facility in Paris.,Prologis,"Zero-carbon, community- oriented design Prologis’ Park Moissy II DC1 is a 1 million square  foot logistics facility in Paris."
792,"('Built with no  gas connection, the building relies on design  efficiencies, rooftop solar, purchased renewable  energy and borehole geothermal energy storage  for heating, cooling and power.', 98)","Built with no gas connection, the building relies on design efficiencies, rooftop solar, purchased renewable energy and borehole geothermal energy storage for heating, cooling and power.",Prologis,"Built with no  gas connection, the building relies on design  efficiencies, rooftop solar, purchased renewable  energy and borehole geothermal energy storage  for heating, cooling and power."
793,"('It features electric  and natural gas vehicle infrastructure, a rain  catchment system for irrigation, 12 acres of  PARKlifeTM space and placement of beehives on  site.', 98)","It features electric and natural gas vehicle infrastructure, a rain catchment system for irrigation, 12 acres of PARKlifeTM space and placement of beehives on site.",Prologis,"It features electric  and natural gas vehicle infrastructure, a rain  catchment system for irrigation, 12 acres of  PARKlifeTM space and placement of beehives on  site."
794,"('(The honey is shared with the tenant.)', 100)",(The honey is shared with the tenant.),Prologis,(The honey is shared with the tenant.)
795,"('These  innovations avoid 115,000 mtCO2e of greenhouse  gas emission and reduce operating expenses by  an estimated $215,000 each year, depending on  energy prices.', 97)","These innovations avoid 115,000 mtCO2e of greenhouse gas emission and reduce operating expenses by an estimated $215,000 each year, depending on energy prices.",Prologis,"These  innovations avoid 115,000 mtCO2e of greenhouse  gas emission and reduce operating expenses by  an estimated $215,000 each year, depending on  energy prices."
796,"('Since 2008, we’ve mitigated  6.1 million metric tons of carbon through this partnership.', 99)","Since 2008, we’ve mitigated 6.1 million metric tons of carbon through this partnership.",Prologis,"Since 2008, we’ve mitigated  6.1 million metric tons of carbon through this partnership."
797,"('In 2021, we purchased offsets for approximately 20%  (~240,000 metric tons of CO2e) of our 2021 construction- related GHG emissions.', 99)","In 2021, we purchased offsets for approximately 20% (~240,000 metric tons of CO2e) of our 2021 construction- related GHG emissions.",Prologis,"In 2021, we purchased offsets for approximately 20%  (~240,000 metric tons of CO2e) of our 2021 construction- related GHG emissions."
798,"('These offsets included  rainforest conservation in Brazil, Canada and Mexico  and conservation, habitat management and building  insulation alternatives in the U.S.  We are exploring opportunities to leverage our onsite  generation of excess solar energy to create additive REC  and carbon offset opportunities for our customers.', 99)","These offsets included  rainforest conservation in Brazil, Canada and Mexico and conservation, habitat management and building insulation alternatives in the U.S.",Prologis,"These offsets included  rainforest conservation in Brazil, Canada and Mexico  and conservation, habitat management and building  insulation alternatives in the U.S.  We are exploring opportunities to leverage our onsite  generation of excess solar energy to create additive REC  and carbon offset opportunities for our customers."
799,"('The use of CarbonCure in the three buildings’  floors, tilt walls and exterior paving saved almost  250 metric tons of CO2—roughly the amount  absorbed by 300 acres of trees in one year.', 98)","The use of CarbonCure in the three buildings’ floors, tilt walls and exterior paving saved almost 250 metric tons of CO2—roughly the amount absorbed by 300 acres of trees in one year.",Prologis,"The use of CarbonCure in the three buildings’  floors, tilt walls and exterior paving saved almost  250 metric tons of CO2—roughly the amount  absorbed by 300 acres of trees in one year."
801,"('2021 2022 175,397 ~110,000 In 2021, we contracted  to source ~110,000 MWh  of renewable electricity  across 13 states beginning  in 2022.', 96)","In 2021, we contracted to source ~110,000 MWh of renewable electricity across 13 states beginning in 2022.",CrownCastle,"2021 2022 175,397 ~110,000 In 2021, we contracted  to source ~110,000 MWh  of renewable electricity  across 13 states beginning  in 2022."
802,"('This amounts to  63% of our 2021 electricity  consumption.2 Electricity Consumption (MWh) 2.', 96)",This amounts to 63% of our 2021 electricity consumption.2,CrownCastle,This amounts to  63% of our 2021 electricity  consumption.2 Electricity Consumption (MWh) 2.
805,"('In fact, we calculate that  in 2020, Linde gases, principally oxygen and hydrogen, enabled our  customers to avoid 85 million metric tons of CO₂e, which is more than  twice as much GHG avoided than emitted from all our operations.', 85)","in 2020, Linde gases, principally oxygen customers to avoid 85 million metric tons of CO₂e, which is more than twice as much GHG avoided than emitted from all our operations.",Linde,"In fact, we calculate that  in 2020, Linde gases, principally oxygen and hydrogen, enabled our  customers to avoid 85 million metric tons of CO₂e, which is more than  twice as much GHG avoided than emitted from all our operations."
806,"('New  technologies will be piloted and scaled commercially.', 95)",New Green fuels hydrogen usage technologies will be piloted and scaled commercially.,Linde,New  technologies will be piloted and scaled commercially.
807,"('Green fuels  and materials will be scaling and the feasibility for hydrogen usage  as an agent of decarbonization in multiple applications will be  growing.', 87)",and materials will be scaling and the feasibility for as an agent of decarbonization in multiple applications will be growing.,Linde,Green fuels  and materials will be scaling and the feasibility for hydrogen usage  as an agent of decarbonization in multiple applications will be  growing.
808,"('SMRs will continue to be used for most large-scale hydrogen  production.', 99)",SMRs will continue to be used for most large-scale hydrogen production.,Linde,SMRs will continue to be used for most large-scale hydrogen  production.
809,"('Optimize Operational Energy Use and GHG Emissions  Linde’s 2020 Scope 1 GHG emissions were 16.2 MM MT CO₂e.', 100)",Linde’s 2020 Scope 1 GHG emissions were 16.2 MM MT CO₂e.,Linde,Optimize Operational Energy Use and GHG Emissions  Linde’s 2020 Scope 1 GHG emissions were 16.2 MM MT CO₂e.
810,"('This  represents a 1 percent absolute reduction, driven by lower hydrogen  production due to the pandemic, improved HyCO GHG efficiency.', 98)","This represents a 1 percent absolute reduction, driven by lower hydrogen production due to the pandemic, improved HyCO GHG efficiency.",Linde,"This  represents a 1 percent absolute reduction, driven by lower hydrogen  production due to the pandemic, improved HyCO GHG efficiency."
811,"('Linde’s Scope 2 GHG emissions were 21 MM MT CO₂e.', 100)",Results were also impacted by increased direct emissions resulting Linde’s Scope 2 GHG emissions were 21 MM MT CO₂e.,Linde,Linde’s Scope 2 GHG emissions were 21 MM MT CO₂e.
812,"('This represents  a 6 percent absolute reduction versus 2019, driven by improvements  in plant specific grid emission factors; increased low-carbon (LC)  and renewable power purchases; and lower production due to the  pandemic, as well as updated methodology for Scope 2 emissions  from steam.', 98)","This represents a 6 percent absolute reduction versus 2019, driven by improvements in plant specific grid emission factors; increased low-carbon (LC) and renewable power purchases; and lower production due to the pandemic, as well as updated methodology for Scope 2 emissions from steam.",Linde,"This represents  a 6 percent absolute reduction versus 2019, driven by improvements  in plant specific grid emission factors; increased low-carbon (LC)  and renewable power purchases; and lower production due to the  pandemic, as well as updated methodology for Scope 2 emissions  from steam."
814,"('In 2020, Linde’s GHG intensity was 4.3 MMT CO₂e/$  billion, representing 16.5 percent GHG intensity improvement over  2018, resulting from lower production volumes due to the pandemic  and increased renewable energy availability and sourcing.', 95)","billion, 2018, resulting from lower production volumes due to the pandemic and increased renewable energy availability and sourcing.",Linde,"In 2020, Linde’s GHG intensity was 4.3 MMT CO₂e/$  billion, representing 16.5 percent GHG intensity improvement over  2018, resulting from lower production volumes due to the pandemic  and increased renewable energy availability and sourcing."
816,"('In 2020,  these emissions were 1.5 MM MT CO₂e (2019: 1.7).', 100)",these emissions were 1.5 MM MT CO₂e (2019: 1.7).,Linde,"In 2020,  these emissions were 1.5 MM MT CO₂e (2019: 1.7)."
817,"('2020 results were  a 9.3 percent improvement over the baseline.', 100)",a 9.3 percent improvement over the baseline.,Linde,2020 results were  a 9.3 percent improvement over the baseline.
818,"('This performance  improvement was achieved by defining and improving best practices,  particularly in U.S. electronics and reductions in refrigerants due to  improved reporting.', 98)","This performance improvement was achieved by defining and improving best practices, particularly in U.S. electronics and reductions in refrigerants due to improved reporting.",Linde,"This performance  improvement was achieved by defining and improving best practices,  particularly in U.S. electronics and reductions in refrigerants due to  improved reporting."
819,"('•   >2x low-carbon power sourcing (to >30TWh), primarily from active  renewable electricity The scope is all Linde operations within our GHG reporting boundary.', 100)",The scope is all Linde operations within our GHG reporting boundary.,Linde,"•   >2x low-carbon power sourcing (to >30TWh), primarily from active  renewable electricity The scope is all Linde operations within our GHG reporting boundary."
820,"('In 2020, the company sourced 16 million MWh low-carbon energy,  or 39 percent of all its purchased electricity.', 99)","In 2020, the company sourced 16 million MWh low-carbon energy, or 39 percent of all its purchased electricity.",Linde,"In 2020, the company sourced 16 million MWh low-carbon energy,  or 39 percent of all its purchased electricity."
821,"('Linde actively sourced 2.4 TWh renewable energy in 2020.', 100)",Low-carbon electricity is defined as electricity produced from non-fossil Linde actively sourced 2.4 TWh renewable energy in 2020. electricity use in the UK is almost 100 percent renewable using,Linde,Linde actively sourced 2.4 TWh renewable energy in 2020.
822,"('Total renewable electricity purchased in 2020 was 2.5  million MWh, or 9.0 million GJ.', 99)","Total renewable electricity purchased in 2020 was 2.5 million MWh, or 9.0 million GJ.",Linde,"Total renewable electricity purchased in 2020 was 2.5  million MWh, or 9.0 million GJ."
823,"('In 2020, active RE was 2.493 million MWh and passive RE was  9.176 million MWh, for a total of 11.669 million MWh.', 99)","In 2020, active RE was 2.493 million MWh and passive RE was 9.176 million MWh, for a total of 11.669 million MWh.",Linde,"In 2020, active RE was 2.493 million MWh and passive RE was  9.176 million MWh, for a total of 11.669 million MWh."
824,"('Nuclear was 4.750 million RE, bringing the total low carbon electricity to 16.419 million MWh of  low carbon electricity, which represents 39 percent of Linde’s total electricity consumption in 2020.', 99)","Nuclear was 4.750 million RE, bringing the total low carbon electricity to 16.419 million MWh of low carbon electricity, which represents 39 percent of Linde’s total electricity consumption in 2020.",Linde,"Nuclear was 4.750 million RE, bringing the total low carbon electricity to 16.419 million MWh of  low carbon electricity, which represents 39 percent of Linde’s total electricity consumption in 2020."
826,"('305-1 Direct greenhouse gas (GHG) emissions (Scope 1)   Linde’s total Scope 1 emissions in 2020 were 16,247,000 MT CO2e, which is a decrease of 1.3 percent from 2019.', 100)","Linde’s total Scope 1 emissions in 2020 were 16,247,000 MT CO2e, which is a decrease of 1.3 percent from 2019.",Linde,"305-1 Direct greenhouse gas (GHG) emissions (Scope 1)   Linde’s total Scope 1 emissions in 2020 were 16,247,000 MT CO2e, which is a decrease of 1.3 percent from 2019."
827,"('62  Linde 2020 Sustainable Development Report     Scope 1 GHG Emissions            2017  Praxair  2018  Linde Pro Forma  2019  Linde  2020  Linde  Scope 1  8,820,000  16,872,000  16,461,000  16,247,000  EN (8): Scope 1 GHG Emissions   Units: Metric Tons CO2e      305-2 Energy indirect greenhouse gas (GHG) emissions (Scope 2)   Linde’s Scope 2 GHG emissions in 2020 were 21 million metric tons CO2e (market-based), which is a 5.8 percent decrease from 2019.', 100)","Linde’s Scope 2 GHG emissions in 2020 were 21 million metric tons CO2e (market-based), which is a 5.8 percent decrease from 2019.",Linde,"62  Linde 2020 Sustainable Development Report     Scope 1 GHG Emissions            2017  Praxair  2018  Linde Pro Forma  2019  Linde  2020  Linde  Scope 1  8,820,000  16,872,000  16,461,000  16,247,000  EN (8): Scope 1 GHG Emissions   Units: Metric Tons CO2e      305-2 Energy indirect greenhouse gas (GHG) emissions (Scope 2)   Linde’s Scope 2 GHG emissions in 2020 were 21 million metric tons CO2e (market-based), which is a 5.8 percent decrease from 2019."
828,"('66  Linde 2020 Sustainable Development Report     305-5 Reduction of greenhouse gas (GHG) emissions  Scopes 1+2 GHG Emissions Reductions  Linde’s total sustainable productivity in 2020 yielded savings equivalent to 576,000 metric tons CO2e.', 100)","Linde’s total sustainable productivity in 2020 yielded savings equivalent to 576,000 metric tons CO2e.",Linde,"66  Linde 2020 Sustainable Development Report     305-5 Reduction of greenhouse gas (GHG) emissions  Scopes 1+2 GHG Emissions Reductions  Linde’s total sustainable productivity in 2020 yielded savings equivalent to 576,000 metric tons CO2e."
829,"('These projects provided GHG savings from enhancing the energy  efficiency of buildings, processes and the transportation fleet.', 99)","These projects provided GHG savings from enhancing the energy efficiency of buildings, processes and the transportation fleet.",Linde,"These projects provided GHG savings from enhancing the energy  efficiency of buildings, processes and the transportation fleet."
830,"('VOC Emissions  VOC emissions decreased between 2019 and 2020 by nearly 19 percent, mainly due to the COVID-19 pandemic resulting in lower production volumes at  plants with VOC emissions and decreases in transportation activities.', 100)","VOC emissions decreased between 2019 and 2020 by nearly 19 percent, mainly due to the COVID-19 pandemic resulting in lower production volumes at plants with VOC emissions and decreases in transportation activities.",Linde,"VOC Emissions  VOC emissions decreased between 2019 and 2020 by nearly 19 percent, mainly due to the COVID-19 pandemic resulting in lower production volumes at  plants with VOC emissions and decreases in transportation activities."
831,"(""SOx Emissions  The 8 percent increase in SOx emissions between 2019 and 2020 can be attributed largely to one of Linde's largest plants in Singapore, and the source  of 56 percent of Linde's total SOx emissions in 2020."", 100)","The 8 percent increase in SOx emissions between 2019 and 2020 can be attributed largely to one of Linde's largest plants in Singapore, and the source of 56 percent of Linde's total SOx emissions in 2020.",Linde,"SOx Emissions  The 8 percent increase in SOx emissions between 2019 and 2020 can be attributed largely to one of Linde's largest plants in Singapore, and the source  of 56 percent of Linde's total SOx emissions in 2020."
832,"('305-7 NOx, SOx, and other significant air emissions  NOx Emissions  The 13.5 percent increase in NOx emissions between 2019 and 2020 was driven by a single facility in Mexico that accounts for more than 75 percent of  the company’s NOx emissions.', 99)",The 13.5 percent increase in NOx emissions between 2019 and 2020 was driven by a single facility in Mexico that accounts for more than 75 percent of the company’s NOx emissions.,Linde,"305-7 NOx, SOx, and other significant air emissions  NOx Emissions  The 13.5 percent increase in NOx emissions between 2019 and 2020 was driven by a single facility in Mexico that accounts for more than 75 percent of  the company’s NOx emissions."
833,"('Linde is at the forefront in the transition to clean hydrogen and has installed nearly 200  hydrogen fueling stations and 80 hydrogen electrolysis plants worldwide and includes decarbonization investments within its SD 2028 targets.', 100)",Linde is at the forefront in the transition to clean hydrogen and has installed nearly 200 hydrogen fueling stations and 80 hydrogen electrolysis plants worldwide and includes decarbonization investments within its SD 2028 targets.,Linde,Linde is at the forefront in the transition to clean hydrogen and has installed nearly 200  hydrogen fueling stations and 80 hydrogen electrolysis plants worldwide and includes decarbonization investments within its SD 2028 targets.
834,"('2018 2018 0 0 Billion Gallons Water Million MT C02e Target 188 3.0 3.4 3.5 3.6 6.0 206 206 215 300 Actual 100 2 200 4 300 6 2019 2019 2020 2020 2021 2021 2030 Goal 2030 Goal GOAL:  300 BILLION  gallons water saved [~1.1 billion cubic meters] GOAL:  6 MILLION  MT C02e avoided WATER CLIMATE Target Actual By 2030, our ambition is to help customers become carbon neutral by reducing  greenhouse gas emissions by 6 million metric tons annually, preventing nearly  10 million pollution-related illnesses.', 99)","By 2030, our ambition is to help customers become carbon neutral by reducing greenhouse gas emissions by 6 million metric tons annually, preventing nearly 10 million pollution-related illnesses.",Ecolab,"2018 2018 0 0 Billion Gallons Water Million MT C02e Target 188 3.0 3.4 3.5 3.6 6.0 206 206 215 300 Actual 100 2 200 4 300 6 2019 2019 2020 2020 2021 2021 2030 Goal 2030 Goal GOAL:  300 BILLION  gallons water saved [~1.1 billion cubic meters] GOAL:  6 MILLION  MT C02e avoided WATER CLIMATE Target Actual By 2030, our ambition is to help customers become carbon neutral by reducing  greenhouse gas emissions by 6 million metric tons annually, preventing nearly  10 million pollution-related illnesses."
